family	execution_arch	source	catalogue_generation	catalogue_label	canonical_id	current_display	weight_file	presentation_flags	waiver_reasons	review_status
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Viola) by MVSep	mdx:bs_mega_53stem_viola_mvsep	BandSplit Roformer — Mega Viola Only (53 Stems) · MVSep	bs_mega_53stem_viola_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Violin) by MVSep	mdx:bs_mega_53stem_violin_mvsep	BandSplit Roformer — Mega Violin Only (53 Stems) · MVSep	bs_mega_53stem_violin_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Vocal) by MVSep	mdx:bs_mega_53stem_vocal_mvsep	BandSplit Roformer — Mega Vocals Only (53 Stems) · MVSep	bs_mega_53stem_vocal_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Wind-Chimes) by MVSep	mdx:bs_mega_53stem_wind-chimes_mvsep	BandSplit Roformer — Mega Wind Chimes Only (53 Stems) · MVSep	bs_mega_53stem_wind-chimes_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Wind) by MVSep	mdx:bs_mega_53stem_wind_mvsep	BandSplit Roformer — Mega Wind Only (53 Stems) · MVSep	bs_mega_53stem_wind_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Woodwind) by MVSep	mdx:bs_mega_53stem_woodwind_mvsep	BandSplit Roformer — Mega Woodwind Only (53 Stems) · MVSep	bs_mega_53stem_woodwind_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mid-Side v1 by Gilliaaan	mdx:bs_mid_side1_gilliaaan	BandSplit Roformer — Mid-Side v1 · Gilliaaan	bs_mid_side1_gilliaaan.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mid-Side v2 by Gilliaaan	mdx:bs_mid_side2_gilliaaan	BandSplit Roformer — Mid-Side v2 · Gilliaaan	bs_mid_side2_gilliaaan.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Orchestra v1 by Xlance	mdx:bs_orch_xlancer	BandSplit Roformer — Orchestra v1 · Xlance	bs_orch_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Orchestra v2 by Xlance	mdx:bs_orch2_xlancer	BandSplit Roformer — Orchestra v2 · Xlance	bs_orch2_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Other by ViperX	mdx:bs_other_viperx	BandSplit Roformer — Other · ViperX	bs_other_viperx.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Percussion v1 by Xlance	mdx:bs_perc_xlancer	BandSplit Roformer — Percussion v1 · Xlance	bs_perc_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Percussion v2 by Xlance	mdx:bs_perc2_xlancer	BandSplit Roformer — Percussion v2 · Xlance	bs_perc2_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Resurrection v2 (Quality Test) by Unwa	mdx:bs_resurrection2_quality_test_unwa	BandSplit Roformer — Resurrection v2 (Quality Test) · Unwa	bs_resurrection2_quality_test_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Siamese Roformer Vocals by Unwa	mdx:bs_siamese_vocals_unwa	BandSplit Roformer — Siamese Vocals · Unwa	bs_siamese_vocals_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer SppechSep by AliceN	mdx:bs_speech_alicen	BandSplit Roformer — SpeechSep · AliceN	bs_speech_alicen.ckpt			clean
MDX-Net	MDX23C	mvsepless		BS Roformer SW	mdx:bs_6stem	BandSplit Roformer — SW	bs_6stem.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer SW Fixed by jarredou	mdx:bs_6stem_fixed	BandSplit Roformer — SW Fixed · Jarredou	bs_6stem_fixed.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Synth v1 by Xlance	mdx:bs_syn_xlancer	BandSplit Roformer — Synth v1 · Xlance	bs_syn_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Synth v2 by Xlance	mdx:bs_syn2_xlancer	BandSplit Roformer — Synth v2 · Xlance	bs_syn2_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals (sdr 12.96) by ViperX	mdx:bs_vocals_1296_viperx	BandSplit Roformer — Vocals (SDR 12.96) · ViperX	bs_vocals_1296_viperx.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals (sdr 12.97) by ViperX	mdx:bs_vocals_1297_viperx	BandSplit Roformer — Vocals (SDR 12.97) · ViperX	bs_vocals_1297_viperx.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals FT v1 by Anvuew	mdx:bs_vocalsft1_anvuew	BandSplit Roformer — Vocals Fine-Tuned v1 · Anvuew	bs_vocalsft1_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals HyperACE v2 (finetuned anvuew vocal model) by Unwa	mdx:bs_voc_hyperace2_unwa	BandSplit Roformer — Vocals HyperACE v2 · Unwa	bs_voc_hyperace2_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals Large v1 by Unwa	mdx:bs_vocals_large1_unwa	BandSplit Roformer — Vocals Large v1 · Unwa	bs_vocals_large1_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals Resurrection by Unwa	mdx:bs_resurrection_unwa	BandSplit Roformer — Vocals Resurrection · Unwa	bs_resurrection_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals Revive v1 by Unwa	mdx:bs_revive1_unwa	BandSplit Roformer — Vocals Revive v1 · Unwa	bs_revive1_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals Revive v2 by Unwa	mdx:bs_revive2_unwa	BandSplit Roformer — Vocals Revive v2 · Unwa	bs_revive2_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals Revive v3e by Unwa	mdx:bs_revive3e_unwa	BandSplit Roformer — Vocals Revive v3e · Unwa	bs_revive3e_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals v1 by Aname	mdx:bs_vocals1_aname	BandSplit Roformer — Vocals v1 · Aname	bs_vocals1_aname.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals v2 by Aname	mdx:bs_vocals2_aname	BandSplit Roformer — Vocals v2 · Aname	bs_vocals2_aname.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals by Anvuew	mdx:bs_vocals_anvuew	BandSplit Roformer — Vocals · Anvuew	bs_vocals_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vocals by GaboxR67	mdx:bs_voctest_gabox	BandSplit Roformer — Vocals · GaboxR67	bs_voctest_gabox.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Vox by Xlance	mdx:bs_vox_xlancer	BandSplit Roformer — Vocals · Xlance	bs_vox_xlancer.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C 4 Stems by KUIELAB	mdx:mdx23c_4stem_kuielab	MDX23C (4 Stems) · KUIELAB	mdx23c_4stem_kuielab.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C 4 Stems by ZFTurbo	mdx:mdx23c_4stem_zfturbo	MDX23C (4 Stems) · ZFTurbo	mdx23c_4stem_zfturbo.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C 8k FFT Inst-Voc HQ v1	mdx:mdx23c_instvoc_hq1	MDX23C — 8K FFT Instrumental/Vocals HQ v1	mdx23c_instvoc_hq1.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C 8k FFT Inst-Voc HQ v2	mdx:mdx23c_instvoc_hq2	MDX23C — 8K FFT Instrumental/Vocals HQ v2	mdx23c_instvoc_hq2.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C DrumSep 5 stems by Aufr33 & Jarredou	mdx:mdx23c_drumsep_5stem_aufr33_jarredou	MDX23C — DrumSep (5 Stems) · Aufr33 & Jarredou	mdx23c_drumsep_5stem_aufr33_jarredou.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C DrumSep 6 stems by Aufr33 & Jarredou	mdx:mdx23c_drumsep_6stem_aufr33_jarredou	MDX23C — DrumSep (6 Stems) · Aufr33 & Jarredou	mdx23c_drumsep_6stem_aufr33_jarredou.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C Inst-Voc HQ by ZFTurbo	mdx:mdx23c_instvoc_zfturbo	MDX23C — Instrumental/Vocals HQ · ZFTurbo	mdx23c_instvoc_zfturbo.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C Mid-Side v1 by Gilliaaan	mdx:mdx23c_mid_side_gilliaaan	MDX23C — Mid-Side v1 · Gilliaaan	mdx23c_mid_side_gilliaaan.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C Mid-Side v2e by Gilliaaan	mdx:mdx23c_mid_side2e_gilliaaan	MDX23C — Mid-Side v2e · Gilliaaan	mdx23c_mid_side2e_gilliaaan.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C Mid-Side by WesleyR36	mdx:mdx23c_mid_side_wesleyr36	MDX23C — Mid-Side · WesleyR36	mdx23c_mid_side_wesleyr36.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C Orchestra Experimental by Verosment	mdx:mdx23c_orch_verosment	MDX23C — Orchestra Experimental · Verosment	mdx23c_orch_verosment.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C SFX Splitter by Jasper	mdx:mdx23c_sfxsplitter_jasper	MDX23C — SFX Splitter · Jasper	mdx23c_sfxsplitter_jasper.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C SFX by Jasper	mdx:mdx23c_sfx_jasper	MDX23C — SFX · Jasper	mdx23c_sfx_jasper.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C 4 Stems Small by KUIELAB	mdx:mdx23c_4stem_small_kuielab	MDX23C — Small (4 Stems) · KUIELAB	mdx23c_4stem_small_kuielab.ckpt			clean
MDX-Net	MDX23C	mvsepless		MDX23C Vocals by KUIELAB	mdx:mdx23c_vocals_kuielab	MDX23C — Vocals · KUIELAB	mdx23c_vocals_kuielab.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Ambiance by jazzpear	mdx:mbr_amb_jazzpear	MelBand Roformer — Ambiance · jazzpear	mbr_amb_jazzpear.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer BGM by Jasper	mdx:mbr_bgm_jasper	MelBand Roformer — BGM · Jasper	mbr_bgm_jasper.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Big Beta v1 by Unwa	mdx:mbr_bigbeta1_unwa	MelBand Roformer — Big Beta v1 · Unwa	mbr_bigbeta1_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Big Beta v2 by Unwa	mdx:mbr_bigbeta2_unwa	MelBand Roformer — Big Beta v2 · Unwa	mbr_bigbeta2_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Big Beta v3 by Unwa	mdx:mbr_bigbeta3_unwa	MelBand Roformer — Big Beta v3 · Unwa	mbr_bigbeta3_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Big Beta v4 by Unwa	mdx:mbr_bigbeta4_unwa	MelBand Roformer — Big Beta v4 · Unwa	mbr_bigbeta4_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Big Beta v6 by Unwa	mdx:mbr_bigbeta6_unwa	MelBand Roformer — Big Beta v6 · Unwa	mbr_bigbeta6_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Big Beta v6x by Unwa	mdx:mbr_bigbeta6x_unwa	MelBand Roformer — Big Beta v6x · Unwa	mbr_bigbeta6x_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Big Beta v7 by Unwa	mdx:mbr_bigbeta7_unwa	MelBand Roformer — Big Beta v7 · Unwa	mbr_bigbeta7_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Big SYHFT v1 Fast by SYH99999	mdx:mbr_bigsyhft1fast	MelBand Roformer — Big SYHFT v1 Fast · SYH99999	mbr_bigsyhft1fast.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer DeBigReverb by Sucial	mdx:mbr_debigreverb_sucial	MelBand Roformer — DeBigReverb · Sucial	mbr_debigreverb_sucial.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer DeNoise Aggressive by Aufr33	mdx:mbr_denoise_aggr_aufr33	MelBand Roformer — DeNoise Aggressive · Aufr33	mbr_denoise_aggr_aufr33.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Denoise DeBleed by GaboxR67	mdx:mbr_denoise_debleed_gabox	MelBand Roformer — DeNoise DeBleed · GaboxR67	mbr_denoise_debleed_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer DeNoise by Yuluoye	mdx:mbr_denoise_yuluoye	MelBand Roformer — DeNoise · Yuluoye	mbr_denoise_yuluoye.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer DeNoiser Children 16k by Phaedrus33	mdx:mbr_denoise_children_phaedrus33	MelBand Roformer — DeNoiser Children 16 kHz · Phaedrus33	mbr_denoise_children_phaedrus33.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer DeUX by Becruily	mdx:mbr_deux_becruily	MelBand Roformer — DeUX · Becruily	mbr_deux_becruily.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Duet by Dry Paint Dealer Undr	mdx:mbr_duet_drypaint	MelBand Roformer — Duet · Dry Paint Dealer Undr	mbr_duet_drypaint.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Explosions by jazzpear	mdx:mbr_expl_jazzpear	MelBand Roformer — Explosions · jazzpear	mbr_expl_jazzpear.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Fighting by jazzpear	mdx:mbr_fight_jazzpear	MelBand Roformer — Fighting · jazzpear	mbr_fight_jazzpear.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Foley by jazzpear	mdx:mbr_misc_jazzpear	MelBand Roformer — Foley · jazzpear	mbr_misc_jazzpear.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Footsteps by jazzpear	mdx:mbr_foot_jazzpear	MelBand Roformer — Footsteps · jazzpear	mbr_foot_jazzpear.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer General by jazzpear	mdx:mbr_gen_jazzpear	MelBand Roformer — General · jazzpear	mbr_gen_jazzpear.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Guitar by chenCFD	mdx:mbr_guitar_chencfd	MelBand Roformer — Guitar · chenCFD	mbr_guitar_chencfd.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Hybrid Arch by Aname	mdx:mbr_hybrid_arch_aname	MelBand Roformer — Hybrid Arch · Aname	mbr_hybrid_arch_aname.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental by Essid (sdr 16.52)	mdx:mbr_inst_1652_essid	MelBand Roformer — Instrumental (SDR 16.52) · Essid	mbr_inst_1652_essid.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental by Essid (sdr 16.81)	mdx:mbr_inst_1681_essid	MelBand Roformer — Instrumental (SDR 16.81) · Essid	mbr_inst_1681_essid.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Bv1 by GaboxR67	mdx:mbr_instbv1_gabox	MelBand Roformer — Instrumental Bv1 · GaboxR67	mbr_instbv1_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Bv2 by GaboxR67	mdx:mbr_instbv2_gabox	MelBand Roformer — Instrumental Bv2 · GaboxR67	mbr_instbv2_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Bv3 by GaboxR67	mdx:mbr_instbv3_gabox	MelBand Roformer — Instrumental Bv3 · GaboxR67	mbr_instbv3_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Flowers v10 by GaboxR67	mdx:mbr_instflowersv10_gabox	MelBand Roformer — Instrumental Flowers v10 · GaboxR67	mbr_instflowersv10_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv1 by GaboxR67	mdx:mbr_instfv1_gabox	MelBand Roformer — Instrumental Fv1 · GaboxR67	mbr_instfv1_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv10 by GaboxR67	mdx:mbr_instfv10_gabox	MelBand Roformer — Instrumental Fv10 · GaboxR67	mbr_instfv10_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv2 by GaboxR67	mdx:mbr_instfv2_gabox	MelBand Roformer — Instrumental Fv2 · GaboxR67	mbr_instfv2_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv3 by GaboxR67	mdx:mbr_instfv3_gabox	MelBand Roformer — Instrumental Fv3 · GaboxR67	mbr_instfv3_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv4 Noise by GaboxR67	mdx:mbr_instfv4n_gabox	MelBand Roformer — Instrumental Fv4 Noise · GaboxR67	mbr_instfv4n_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv4 by GaboxR67	mdx:mbr_instfv4_gabox	MelBand Roformer — Instrumental Fv4 · GaboxR67	mbr_instfv4_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv5 Noise by GaboxR67	mdx:mbr_instfv5n_gabox	MelBand Roformer — Instrumental Fv5 Noise · GaboxR67	mbr_instfv5n_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv5 by GaboxR67	mdx:mbr_instfv5_gabox	MelBand Roformer — Instrumental Fv5 · GaboxR67	mbr_instfv5_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv6 Noise by GaboxR67	mdx:mbr_instfv6n_gabox	MelBand Roformer — Instrumental Fv6 Noise · GaboxR67	mbr_instfv6n_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv6 by GaboxR67	mdx:mbr_instfv6_gabox	MelBand Roformer — Instrumental Fv6 · GaboxR67	mbr_instfv6_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv7 Noise by GaboxR67	mdx:mbr_instfv7n_gabox	MelBand Roformer — Instrumental Fv7 Noise · GaboxR67	mbr_instfv7n_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv7 by GaboxR67	mdx:mbr_instfv7_gabox	MelBand Roformer — Instrumental Fv7 · GaboxR67	mbr_instfv7_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv7+ by GaboxR67	mdx:mbr_instfv7+_gabox	MelBand Roformer — Instrumental Fv7+ · GaboxR67	mbr_instfv7+_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv7z by GaboxR67	mdx:mbr_instfv7z_gabox	MelBand Roformer — Instrumental Fv7z · GaboxR67	mbr_instfv7z_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv8 by GaboxR67	mdx:mbr_instfv8_gabox	MelBand Roformer — Instrumental Fv8 · GaboxR67	mbr_instfv8_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv8b by GaboxR67	mdx:mbr_instfv8b_gabox	MelBand Roformer — Instrumental Fv8b · GaboxR67	mbr_instfv8b_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv9 by GaboxR67 [mbr_instfv9_2_gabox]	mdx:mbr_instfv9_2_gabox	MelBand Roformer — Instrumental Fv9 · GaboxR67 [mbr_instfv9_2_gabox]	mbr_instfv9_2_gabox.ckpt	underscore, embedded-id	underscore: The underscore is part of the reviewed bracketed backend ID retained for collision safety. | embedded-id: The bracketed exact backend ID distinguishes a same-title catalogue collision.	reviewed
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental Fv9 by GaboxR67 [mbr_instfv9_gabox]	mdx:mbr_instfv9_gabox	MelBand Roformer — Instrumental Fv9 · GaboxR67 [mbr_instfv9_gabox]	mbr_instfv9_gabox.ckpt	underscore, embedded-id	underscore: The underscore is part of the reviewed bracketed backend ID retained for collision safety. | embedded-id: The bracketed exact backend ID distinguishes a same-title catalogue collision.	reviewed
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental FvX by GaboxR67	mdx:mbr_instfvx_gabox	MelBand Roformer — Instrumental FvX · GaboxR67	mbr_instfvx_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Inst Rifforge by Mesk	mdx:mbr_inst_rifforge_meskvlla33	MelBand Roformer — Instrumental Rifforge · Mesk	mbr_inst_rifforge_meskvlla33.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental v1 by Unwa	mdx:mbr_inst1_unwa	MelBand Roformer — Instrumental v1 · Unwa	mbr_inst1_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental v1+ by Unwa	mdx:mbr_inst1+_unwa	MelBand Roformer — Instrumental v1+ · Unwa	mbr_inst1+_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental v1e Plus by Unwa	mdx:mbr_inst1e+_unwa	MelBand Roformer — Instrumental v1e Plus · Unwa	mbr_inst1e+_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental v1e by Unwa	mdx:mbr_inst1e_unwa	MelBand Roformer — Instrumental v1e · Unwa	mbr_inst1e_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Instrumental v2 by Unwa	mdx:mbr_inst2_unwa	MelBand Roformer — Instrumental v2 · Unwa	mbr_inst2_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Inst VFX by neoculture	mdx:mbr_neo_inst_vfx	MelBand Roformer — Instrumental VFX · neoculture	mbr_neo_inst_vfx.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer InstVoc Duality v1 by Unwa	mdx:mbr_instvoc_duality1_unwa	MelBand Roformer — Instrumental/Vocals Duality v1 · Unwa	mbr_instvoc_duality1_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer InstVoc Duality v2 by Unwa	mdx:mbr_instvoc_duality2_unwa	MelBand Roformer — Instrumental/Vocals Duality v2 · Unwa	mbr_instvoc_duality2_unwa.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Invert Clean by Becruily	mdx:mbr_invert_clean_becruily	MelBand Roformer — Invert Clean · Becruily	mbr_invert_clean_becruily.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke 25-02-2025 by GaboxR67	mdx:mbr_karaoke25022025_gabox	MelBand Roformer — Karaoke 25-02-2025 · GaboxR67	mbr_karaoke25022025_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke 28-02-2025 by GaboxR67	mdx:mbr_karaoke28022025_gabox	MelBand Roformer — Karaoke 28-02-2025 · GaboxR67	mbr_karaoke28022025_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer BVE by Gonzaluigi	mdx:mbr_bve_gonzaluigi	MelBand Roformer — Karaoke BVE · Gonzaluigi	mbr_bve_gonzaluigi.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke Fusion Aggressive by Gonzaluigi [mbr_karaoke_fusion2_aggr_gonzaluigi]	mdx:mbr_karaoke_fusion2_aggr_gonzaluigi	MelBand Roformer — Karaoke Fusion Aggressive · Gonzaluigi [mbr_karaoke_fusion2_aggr_gonzaluigi]	mbr_karaoke_fusion2_aggr_gonzaluigi.ckpt	underscore, embedded-id	underscore: The underscore is part of the reviewed bracketed backend ID retained for collision safety. | embedded-id: The bracketed exact backend ID distinguishes a same-title catalogue collision.	reviewed
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke Fusion Aggressive by Gonzaluigi [mbr_karaoke_fusion_aggr_gonzaluigi]	mdx:mbr_karaoke_fusion_aggr_gonzaluigi	MelBand Roformer — Karaoke Fusion Aggressive · Gonzaluigi [mbr_karaoke_fusion_aggr_gonzaluigi]	mbr_karaoke_fusion_aggr_gonzaluigi.ckpt	underscore, embedded-id	underscore: The underscore is part of the reviewed bracketed backend ID retained for collision safety. | embedded-id: The bracketed exact backend ID distinguishes a same-title catalogue collision.	reviewed
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke Fusion Total by Gonzaluigi	mdx:mbr_karaoke_fusion_total_aggr_gonzaluigi	MelBand Roformer — Karaoke Fusion Total · Gonzaluigi	mbr_karaoke_fusion_total_aggr_gonzaluigi.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke Fusion by Gonzaluigi	mdx:mbr_karaoke_fusion_gonzaluigi	MelBand Roformer — Karaoke Fusion · Gonzaluigi	mbr_karaoke_fusion_gonzaluigi.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke Small by GaboxR67 & Aufr33	mdx:mbr_karaoke_small_gabox_aufr33	MelBand Roformer — Karaoke Small · GaboxR67 & Aufr33	mbr_karaoke_small_gabox_aufr33.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke v1 by GaboxR67	mdx:mbr_karaoke1_gabox	MelBand Roformer — Karaoke v1 · GaboxR67	mbr_karaoke1_gabox.ckpt			clean
MDX-Net	Mel-Band Roformer	mvsepless		Mel-Band Roformer Karaoke v2 by GaboxR67	mdx:mbr_karaoke2_gabox	MelBand Roformer — Karaoke v2 · GaboxR67	mbr_karaoke2_gabox.ckpt			clean
